8-Apr-16,375.1,379.9,371.3,372.2,374.7213257,371753,6001,139303777,62745,16.88,8.6,-2.9
7-Apr-16,377.2,384.7,370.75,375.1,377.8198061,574115,10106,216912018,55039,9.59,13.95,-2.1
6-Apr-16,374,382.5,372,377.2,378.0805204,517434,10286,195631716,85842,16.59,10.5,3.2
5-Apr-16,387,387,368.4,370.5,376.5308269,402992,7879,151738911,113991,28.29,18.6,-16.5
4-Apr-16,385.35,390.9,382.75,388.05,387.3262069,423075,8866,163868035,88338,20.88,8.15,2.7
1-Apr-16,388.4,388.4,377.6,379.55,380.6120867,494809,12565,188330286,159288,32.19,10.8,-8.85
31-Mar-16,389.8,393.5,380.6,386.3,388.8097715,655007,11412,254673122,120914,18.46,12.9,-3.5
30-Mar-16,380.65,392,377.1,388.9,384.3164301,808289,11102,310638743,194909,24.11,14.9,8.25
29-Mar-16,365.8,378.25,363.2,372.8,372.8159029,608217,9221,226752970,129386,21.27,15.05,7
28-Mar-16,376,376.7,361.65,363.25,366.8297454,788572,7801,289271666,389784,49.43,15.05,-12.75
23-Mar-16,378.7,379.35,374,376.95,376.6966869,549063,10172,206830213,162935,29.68,5.35,-1.75
22-Mar-16,375,381.25,370.55,376.9,376.0361024,611954,9595,230116797,97204,15.88,10.7,1.9
21-Mar-16,365.65,375.2,365.65,374.55,372.1208999,656543,12060,244313372,207914,31.67,9.55,8.9
18-Mar-16,362,367.35,362,365.9,365.2099159,493650,7205,180285875,121361,24.58,5.35,3.9
17-Mar-16,366.05,369.45,358.4,361.05,362.6728519,548079,6285,198773374,242028,44.16,11.05,-5
16-Mar-16,360,363.3,353.3,359.85,357.5123547,685732,10781,245157662,104981,15.31,10,-0.15
15-Mar-16,368,370.65,359.6,360.65,363.547685,876020,11145,318475043,426232,48.66,11.05,-7.35
14-Mar-16,359,370.25,359,365.9,366.2653724,704934,12484,258192914,112153,15.91,11.25,6.9
11-Mar-16,349.4,355.9,345.3,354,350.6221798,855759,12033,300048086,191926,22.43,10.6,4.6
10-Mar-16,348.4,353.45,342.1,348.4,348.0987977,679925,9351,236681075,127222,18.71,11.35,0
9-Mar-16,343,349,336.4,347.75,343.8746573,637221,9431,219124153,94618,14.85,12.6,4.75
8-Mar-16,345,353.9,341.45,345.7,347.5510572,709068,10082,246437333,129796,18.31,12.45,0.7
4-Mar-16,339,348.5,338.45,343.55,344.0166457,936761,16131,322261377,243910,26.04,10.05,4.55
3-Mar-16,324.1,339.9,321.75,336.35,332.4206991,1162610,18455,386475629,213012,18.32,18.15,12.25
2-Mar-16,320.5,325.75,314.75,317,320.5073236,744856,12614,238731803,124273,16.68,11,-3.5
1-Mar-16,300.3,316.9,300.3,315.3,310.1747988,562155,9431,174366314,114005,20.28,16.6,15
29-Feb-16,302.2,305.55,290.45,300.25,299.7111136,1454828,14856,436028120,512390,35.22,15.1,-1.95
26-Feb-16,303,305.35,297.75,302.2,301.4474833,473173,7548,142636810,62541,13.22,7.6,-0.8
25-Feb-16,308.8,311.35,296,298,302.5542773,511217,8709,154670890,124980,24.45,15.35,-10.8
24-Feb-16,316,316,305.5,306.9,309.2743126,507082,8300,156827437,79897,15.76,10.5,-9.1
23-Feb-16,323.9,324.95,314.7,318.45,318.2233391,688142,9200,218982845,136485,19.83,10.25,-5.45
22-Feb-16,320.5,324.25,314,318.8,318.1884113,650200,8995,206886105,108782,16.73,10.25,-1.7
19-Feb-16,312.1,319.6,311.3,317.5,314.422614,1841342,8592,578959565,1392397,75.62,8.3,5.4
18-Feb-16,315.15,319,306.6,313.7,313.5160889,778426,12267,244049075,152277,19.56,12.4,-1.45
17-Feb-16,302.75,313.5,298.65,310.1,305.8286595,1026716,15298,313999178,238238,23.2,14.85,7.35
16-Feb-16,319.5,323.95,299,301,308.8071125,1381282,17141,426549706,396037,28.67,24.95,-18.5
15-Feb-16,299.5,320.65,297.45,316.45,311.0929133,1598792,18982,497372861,567646,35.5,23.2,16.95
12-Feb-16,281,304.35,272,298.65,290.3240137,2558034,29523,742658698,354941,13.88,32.35,17.65
11-Feb-16,299,299.25,266,275.65,284.0387285,1819951,23177,516936568,557588,30.64,33.25,-23.35
10-Feb-16,310.95,310.95,289,291.85,297.8394093,2408421,18951,717322688,1473151,61.17,21.95,-19.1
9-Feb-16,320,322.8,309.25,310.6,314.7164088,868666,17766,273383444,272738,31.4,13.55,-9.4
8-Feb-16,337.85,337.85,322,323.95,328.8641586,548566,7542,180403696,145995,26.61,15.85,-13.9
5-Feb-16,330.55,338.7,327,337.25,333.9739708,517572,7376,172855576,91108,17.6,11.7,6.7
4-Feb-16,325.3,329.1,321.55,325.95,325.461044,632649,7698,205902604,257930,40.77,7.55,0.65
3-Feb-16,328,328,317.25,320.5,320.9251269,952385,9864,305644277,444252,46.65,10.75,-7.5
2-Feb-16,343.1,344.6,328.1,329.7,335.8097075,758548,9555,254727782,209064,27.56,16.5,-13.4
1-Feb-16,340,342.2,332.6,338.35,337.5893682,445119,6524,150267442,62809,14.11,9.6,-1.65
29-Jan-16,333.7,340.15,324.25,336.7,333.9952173,673057,10471,224797819,105068,15.61,15.9,3
28-Jan-16,337.9,341.25,332.25,334,336.6424292,752855,5775,253442936,434533,57.72,9,-3.9
27-Jan-16,336.55,341,333.35,337.15,337.3881064,519337,6612,175218127,177646,34.21,7.65,0.6
25-Jan-16,345,345.5,331.65,332.9,339.3399864,1143028,8400,387875106,628689,55,13.85,-12.1
22-Jan-16,334.05,345.8,331.5,339.35,338.8939733,621768,8526,210713428,136905,22.02,14.3,5.3
21-Jan-16,341.7,344,323.35,329.4,330.3510819,1931780,22646,638165613,711505,36.83,20.65,-12.3
20-Jan-16,350,350,338.75,342.05,342.1468307,852451,9959,291663408,387520,45.46,11.25,-7.95
19-Jan-16,343,356.55,342.05,354.05,352.0996656,702409,8148,247317974,237361,33.79,14.5,11.05
18-Jan-16,339,343.2,334.85,341.4,340.0367896,667309,6765,226909610,232951,34.91,8.35,2.4
15-Jan-16,354,354,339.5,341.55,346.1750921,1047517,11590,362624294,429439,41,14.5,-12.45
14-Jan-16,357,358.8,346.85,354.85,353.5542571,1174004,13205,415074112,267597,22.79,11.95,-2.15
13-Jan-16,359.1,369.7,356.25,364.45,361.8125444,1176380,13616,425629041,297216,25.27,13.45,5.35
12-Jan-16,362,364.45,352.25,355.05,356.0188467,733232,10725,261044411,201522,27.48,12.2,-6.95
11-Jan-16,350,364.5,341.8,360.65,358.2935796,1186336,14636,425056572,390042,32.88,22.7,10.65
8-Jan-16,346.9,355.9,345.3,353.45,352.3802868,1097561,10729,386758860,451442,41.13,10.6,6.55
7-Jan-16,356.5,359.85,338.4,343.2,347.5654898,1142537,16857,397106432,335340,29.35,21.45,-13.3
6-Jan-16,378,378,364.6,365.7,369.9988217,677259,10175,250585032,258090,38.11,13.4,-12.3
5-Jan-16,380.3,382.5,373.1,374.65,377.2283812,473686,8004,178687803,114095,24.09,9.4,-5.65
4-Jan-16,400,400,375.3,377.15,383.6434701,771279,11182,295896152,222345,28.83,24.7,-22.85
1-Jan-16,393.8,402.9,391.3,401.65,398.4272996,394262,5930,157084744,66425,16.85,11.6,7.85
